FINCA;GRUPO;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12
DON CARLOS;PARCELA;9518421.198528001;8866232.398656;9217232.398656;10052276.798592001;11554221.198528001;9505387.998720001;9518421.198528001;9104576.798592001;9111932.398656;10957521.198528001;10164932.398656001;9680887.998720001;2390589.900358265;1408367.9632121234;3094865.375622039;1596766.6945684343;2901889.286847065;2752908.686503644;2390589.900358265;2286651.2090383405;1797855.699804834;2246293.533156505;2552963.797589616;2356925.662657505;4629032.614137091;3993737.1606581393;4785712.404861873;4527983.205791461;5619090.145665288;4764799.92154643;4629032.614137091;4427770.326565913;4240634.633871726;5132322.786205767;4943446.251480672;4679098.1701774355;16538043.713023357;14268337.522526262;17097810.179139912;16177026.698951896;20075200.631040353;17023096.606770076;16538043.713023357;15818998.334196255;15150422.732332561;18336137.517890275;17661342.44772629;16716911.831554942
EVA NORTE;PARCELA;80857164.87744;66973818.72297601;64919924.293664;68682842.819008;76453011.344352;72346564.21248001;80460261.344352;69295945.633728;66146129.923104;72445761.344352;66146129.923104;68339314.21248001;20307603.298486505;10638541.42574854;21798129.54632255;10910013.532161392;19201482.363487795;20952693.891722184;20207919.374248795;17403956.424347367;13051150.019487018;14851392.232239407;16612867.495967941;16638007.118469454;39322745.38998263;30167924.389809236;33707307.52760277;30937743.263699535;37180901.704237334;36265421.62510339;39129721.845320135;33700251.92997389;30783982.713685125;33932403.59522108;32168422.296793263;33030684.80134005;140487513.56590915;107780284.53853378;120425361.36758932;110530599.61486891;132835395.41207713;129564679.7293056;139797902.56392094;120400153.98804927;109981262.65627615;121229557.1718125;114927419.71586521;118008006.1322895
DON PEDRO;PARCELA;37761463.024096;32670716.239392;32670716.239392;34226464.631744005;36441963.024096;34413717.84704;40136563.024096;36469614.631744005;32670716.239392;35782213.024096005;32670716.239392;31774717.84704;9483943.843766475;5189621.478197279;10969829.566281788;5436746.310492388;9152546.093264475;9966749.68015607;10080459.794670075;9159490.906127162;6446188.4524473585;7335359.180400486;8205382.242534044;7735927.523104491;18364289.64953814;14716313.270826954;16963080.1546654;15417090.093247287;17722585.693918016;17250687.72782111;19519356.76965437;17736033.32257052;15204740.853717959;16759800.315887786;15888539.479924653;15357787.855375165;65609696.51740061;52576650.98841624;60603625.96033919;55080301.03548368;63317094.81127849;61631155.255017176;69736379.58842045;63365138.860441685;54321645.54555732;59877372.520384274;56764637.9618507;54868433.22551966
LA VELA;PARCELA;26952388.29248;22531528.44096;22531528.44096;24059458.36672;25132388.29248;22491047.10784;24856320.055552;22930045.270528;21887770.485504;23972320.055552;21887770.485503998;20845495.70048;6769201.0994955;3579049.2953084684;7565399.700883992;3821755.267892681;6312100.7539755;6513758.1927295355;6242765.102059629;5758973.415355819;4318628.716910547;4914329.303125448;5497201.896476009;5075080.279182457;13107581.796660876;10149181.566087553;11698675.96873476;10837427.739773948;12222472.892357253;11274167.82033138;12088214.40076364;11151421.56320304;10186427.369978536;11228240.605717923;10644538.76487563;10075327.883294795;46829171.18863638;36259759.30235602;41795604.11057875;38718641.37438662;43666961.93881275;40278973.120900914;43187299.55837527;39840440.24908686;36392826.57239309;40114889.964395374;38029511.14685564;35995903.862957254
ESPERANZA;PARCELA;27239492.485184;22048709.974368;22048709.974368;23098648.544576;24148587.114784002;21087453.626560003;22694081.226304002;20569599.433856003;19634617.641408;21504581.226304002;20031117.641408;20285635.84896;6841308.476245632;3502355.3818375724;7403283.993007905;3669134.209544124;6065015.117575598;6107255.618878165;5699710.09329808;5166137.916716251;3874063.9960521073;4408442.463097829;5030896.041230421;4938775.835652734;13247207.333707698;9931699.103957105;11447990.055119012;10404637.156526493;11744027.187718177;10570583.483701814;11036666.68592933;10003481.108167436;9137824.552480742;10072392.308070492;9741604.718441553;9804728.82180897;47328008.29513733;35482764.46016268;40899984.02249491;37172419.91064662;41957629.42007778;37765292.72913998;39430458.005531415;35739218.45873969;32646506.18994085;35985415.99747232;34803618.401079975;35029140.50642171
LINA MARGARITA;PARCELA;14453898.857024;13197038.086848;13197038.086848;13825468.471935999;15373553.079103999;15480846.071680002;17979240.041664;17197533.952896;16415827.864128001;17979240.041664;16415827.864128001;15634121.775360001;3630155.033877365;2096300.3015378173;4431162.681946338;2196124.1254205704;3861129.9034771966;4483494.585480631;4515558.700676722;4319230.061516864;3238971.5376829095;3685746.9773440864;4122901.4223570074;3806310.2093868433;7029271.74739336;5944520.631565567;6852081.638830359;6227593.0425924985;7476521.27532931;7760139.213438339;8743728.27114784;8363566.172402279;7639820.527483901;8421180.454288444;7983404.073656723;7556495.912471099;25113325.638294727;21237859.019951385;24480282.4076247;22249185.63994907;26711204.257910505;27724479.87059897;31238527.01348856;29880330.186815143;27294619.92929481;30086167.47329653;28522133.36014173;26996927.897217944
DON MARCE;PARCELA;22125347.826208;24976275.914656002;30034374.136096;34732274.453888;36311014.201792;31574794.95808;36712714.201792;40021324.453888;46677434.705984004;54789214.201792;39815059.705984;31574794.95808;5556870.404455966;3967388.3174864966;10084626.335974272;5517092.315080945;9119657.768033382;9144553.312960496;9220546.344294582;10051517.162659468;9209823.818578739;11231797.348906346;9999712.938738856;7687253.952291075;10760078.226259083;11250402.287033789;15594255.483493714;15644928.86309823;17658902.194671124;15827610.67295344;17854258.374263853;19463313.536351997;21723377.38849754;25662367.189756446;19363002.127003774;15261158.411461236;38442296.45692305;40194066.51917629;55713255.95556399;55894295.63206717;63089574.16449651;56546958.94399394;63787518.92035043;69536155.15289946;77610635.91306028;91683378.7404548;69177774.77172662;54523207.321832314
ENANO;COMP. EMBOLSE;16205950.790718162;13626671.830857322;14692927.962690728;15646021.690015784;16778003.44598987;14169566.85007104;15562344.479098504;15905814.01850995;15821064.317996634;17788513.921604164;15911887.432661638;15317295.225613726;4070189.948306258;2164546.0200991007;4933436.855174764;2485312.217090147;4213863.2814822635;4103727.6617017025;3908545.625547907;3994809.386614153;3121620.027084989;3646648.093359997;3996334.7490906487;3729175.0720102964;7881335.9052587915;6138046.378666761;7628768.004704317;7047649.489692075;8159538.596968417;7102829.576726066;7568334.98367606;7735372.317571739;7363021.404933226;8331847.475216569;7738325.962047113;7403363.004686457;28157476.644283213;21929264.229623184;27255132.82256981;25178983.396798007;29151405.32444055;25376124.08849881;27039225.08832247;27635995.722695842;26305705.75001485;29767009.49018073;27646548.1437994;26449833.302310478
EVA;COMP. EMBOLSE;13907849.422996193;11234417.318862721;11301424.179603374;11810634.341018587;12666130.33917115;11363434.521095807;14172813.502212523;13434104.89141451;12255288.469157774;12677442.922939053;11728796.26332361;11045532.095047854;3493012.514665765;1784545.3091935785;3794673.376551972;1876075.2350259796;3181149.7551848837;3291027.9523416134;3559559.3125559706;3374029.6635260964;2418064.4964264273;2598877.7515287157;2945734.5189554435;2689164.264266618;6763715.035169203;5060470.773525484;5867853.120077582;5320024.012208523;6159837.77267619;5696189.563425125;6892573.313100513;6533321.9015054125;5703532.297722579;5937905.846165622;5703990.1150718685;5338676.474865535;24164576.97283116;18079433.401581783;20963950.676232927;19006733.58825309;22007117.867032222;20350652.036862545;24624946.127869006;23341456.45644602;20376885.26330678;21214226.520633392;20378520.897350922;19073372.834180005
SAMI;COMP. EMBOLSE;17638183.806884747;13873820.341091122;14633324.301406335;15771986.476582285;18255392.544458117;15707990.257224482;18744538.439500317;16407994.299730401;15262937.00734072;16340539.821289778;15333533.923818367;15660512.764431218;4429901.050808949;2203804.6395800933;4913423.764521189;2505321.253839512;4584915.516304966;4549279.085972184;4707766.482037648;4120933.9910422848;3011497.1329744617;3349813.179807537;3851078.9311099;3812735.4050314045;8577864.58418554;6249372.829986902;7597820.9732260285;7104389.514814953;8878027.74321861;7874000.593700544;9115910.923001807;7979594.426623343;7103272.550340511;7653640.211526526;7457059.016710618;7569251.5634701215;30645949.441879235;22326997.81065812;27144569.039153554;25381697.24523675;31718335.80398169;28131269.93689721;32568215.844539773;28508522.71739603;25377706.690655693;27343993.212623842;26641671.871638883;27042499.732932743
VEGA;COMP. EMBOLSE;9775205.97272199;7534329.823359669;7870171.192994354;7929499.608057833;8225378.362450091;7820551.418587677;9686120.015705854;9538601.718585731;8189890.738240432;8562403.523490684;7768319.062914788;7487624.762443852;2455082.432780434;1196800.2044591021;2642563.3283335497;1259571.4515654482;2065836.9733564113;2264953.7227073275;2432708.1351249088;2395658.3194193426;1615929.6513982252;1755294.0409257328;1951044.685586787;1822950.0183544208;4753913.103218792;3393790.2418131563;4086299.908440156;3571791.9208755693;4000195.401027987;3920235.8484213683;4710588.502227917;4638846.876772571;3811522.3854525457;4010489.0432886616;3777916.689042562;3619020.4172962885;16984201.508721218;12124920.269631928;14599034.42976806;12760862.980498852;14291410.736834489;14005740.989716373;16829416.653058678;16573106.914777646;13617342.775091203;14328186.607705077;13497280.437544137;12929595.198094562
FEDERICA;COMP. EMBOLSE;13516147.8571185;14202801.838485725;15641090.081847806;16767515.725293666;19764561.36282432;18061703.212438397;21624937.561209857;21090286.6170578;19463941.41909709;20298812.36578167;18691761.916538905;17993477.262128226;3394635.0854880633;2256062.123998204;5251800.7616206445;2663457.363664275;4963949.356042989;5230951.085139087;5431190.346745852;5296910.604270853;3840388.239288581;4161259.6610023463;4694511.445289843;4380722.959005583;6573221.3297911715;6397560.422217503;8121066.670856185;7552819.239677952;9611972.116423722;9053854.72546837;10516716.917822383;10256703.559930446;9058392.938214509;9507629.996810945;9090244.455742834;8696851.625954714;23484004.272397734;22856424.38470143;29013957.514324635;26983792.328635894;34340482.83529103;32346509.023045853;37572844.8257781;36643900.7812591;32362722.596600175;33967702.02359496;32476517.81757158;31071051.847088523
NEERLANDIA;COMP. EMBOLSE;12267299.977521224;10846713.128116103;9808276.296711178;10615671.75469742;10889887.671249151;10371258.589430343;12698077.563671347;12782444.785431061;12400508.748737834;13282104.708540589;10771442.089755826;9657953.42424483;3080981.900177165;1722959.9438547015;3293319.880884419;1686259.883009384;2735039.2402208657;3003678.320618057;3189173.4295571065;3210362.5978081655;2446717.596114565;2722833.510694946;2705291.1543824505;2351341.971662443;5965877.1658613635;4885831.923075051;5092590.434231409;4781760.8275766345;5296009.090488396;5198837.976935812;6175374.4610679;6216404.229865087;5771116.8802441275;6221119.485816853;5238406.211996548;4668013.120389158;21314159.043559752;17455504.995045856;18194186.611827005;17083692.46528344;18920936.00195841;18573774.886984214;22062625.454296354;22209211.613104314;20618343.225096527;22226057.70505239;18715139.456134826;16677308.516296431
SAN ANTONIO;COMP. EMBOLSE;15503100.010958355;12194054.156320356;11814558.567697106;12129078.39110255;12941672.59111788;12113108.333841091;14590421.05701163;14389459.965399452;13049164.675133249;13672341.734247204;11997855.166956289;11185989.415259028;3893666.138263835;1936980.0432975937;3966968.245777995;1926658.8852223982;3250353.303849833;3508145.1864228216;3664443.1354078576;3613970.946170493;2574702.495854843;2802832.1610613037;3013309.748524526;2723360.245312736;7539523.0022026645;5492732.993391497;6134279.472397772;5463465.079307508;6293840.465373949;6071981.243326583;7095665.711593456;6997933.595327238;6072997.169363071;6403900.093106417;5834839.802647392;5406564.213064244;26936289.151424855;19623767.193009447;21915806.285872873;19519202.355632454;22485866.36034166;21693234.763590496;25350529.904012945;25001364.50689718;21696864.340351164;22879073.988414925;20846004.718128208;19315913.873636007
MRS;COMP. EMBOLSE;5835349.035716259;4295514.065336496;4359914.631985508;4588385.969115386;5094530.1384842275;4653554.369402075;5592490.241043054;5397415.674469604;4983131.687561999;5159989.262366235;4657941.168062737;4567715.978809173;1465571.4617888466;682326.3956022668;1463926.2906257384;728848.0056910863;1279511.8058039527;1347741.9594412213;1404576.4953285758;1355582.7306127034;983210.949708413;1057798.5934234245;1169860.7238095107;1112063.9978077968;2837867.797380234;1934886.587166897;2263726.9666189915;2066808.8460072756;2477590.103744816;2332703.8830213896;2719759.8404276525;2624890.480055493;2319117.3831070093;2416854.1395454407;2265266.5953707425;2207730.476911016;10138788.294885341;6912727.04810566;8087567.889230237;7384042.820813747;8851632.048032995;8334000.211864686;9716826.576799281;9377888.8851378;8285460.020377422;8634641.9953351;8093068.48724299;7887510.453527986
DON FUAD;COMP. EMBOLSE;17568390.508559857;14181443.12842248;13671427.607937273;14648691.803126378;15192217.941971105;15053068.246104661;19112074.364358757;18460538.6235941;16158828.000784239;16516472.448218558;13851038.769066313;14358847.574999472;4412372.182248901;2252669.372529928;4590448.207131879;2326890.082603583;3815586.851917657;4359603.452148823;4800074.612940837;4636438.782049543;3188263.449766257;3385879.3954215613;3478744.2896434767;3495829.7565448955;8543922.457917364;6387939.5291202;7098391.12931738;6598408.678983236;7388333.723384562;7545705.489111129;9294652.307476351;8977795.117573684;7520214.446828977;7736044.1616229145;6736086.674920496;6940113.078771296;30524685.14872612;22822052.030072607;25360266.944386534;23573990.564713195;26396138.517273325;26958377.18736461;33206801.284775943;32074772.523217328;26867305.897379473;27638396.005263034;24065869.733630285;24794790.410315666
EUFEMIA;COMP. EMBOLSE;25609820.95874671;21711549.627930857;24515586.27733378;25419354.715947226;25729134.224762548;23893588.65571986;27773546.713745218;26936905.108431224;26126812.707685273;28557286.17700126;23735305.978817694;22913305.183830526;6432009.895026626;3448798.717739804;8231585.778813431;4037769.733273836;6461975.903334846;6919956.110253856;6975438.351191648;6765312.435331521;5155024.981437933;5854248.064107329;5961217.892274995;5578512.736766906;12454659.652861694;9779827.401962187;12728825.77822442;11449984.273412226;12512684.506791458;11977224.850533985;13506930.494740957;13100051.95926058;12159250.30976219;13375763.359518908;11543038.828693729;11074769.625736222;44496490.506635025;34940175.747632846;45475997.83437163;40907108.72263329;44703794.63488885;42790769.6165077;48255915.559677824;46802269.50302333;43441087.99888539;47787297.6006275;41239562.69978642;39566587.546333656
OLGA;COMP. EMBOLSE;5711913.387103234;4800887.4915371565;4902002.74217532;5251361.225347283;5397468.221813274;4903263.850901336;5949932.294783536;6034318.935237374;5288470.694989408;5532433.925273153;5031585.736005881;4865484.50437633;1434570.1004534077;762603.0803221089;1645942.9362087948;834159.153571768;1355595.928090147;1420061.7217501567;1494349.5097616268;1515543.5550960894;1043456.729731659;1134149.8066758208;1263703.0650779076;1184559.235799778;2777838.131613266;2162528.7852816964;2545186.4851879054;2365441.771285835;2624916.0350674596;2457876.6500896355;2893592.3374267044;2934631.549992617;2461220.1899890793;2591301.096608566;2446978.7569812685;2351652.0018064533;9924321.619169908;7726019.357140962;9093132.16357202;8450962.150204886;9377980.18497088;8781202.222741129;10337874.141971868;10484494.040326081;8793147.614710147;9257884.82855754;8742267.558065057;8401695.741982562
