FINCA;GRUPO;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12
EL MORRO;FERTILIZACIÓN;2383523.4777536504;2501403.08327825;2708541.82521425;2353764.579248585;2057705.629170717;2657898.762132752;2610479.7431318373;2096061.0292490807;2556405.992522821;2502888.511682541;2234276.555814421;2424677.0505253766;535293.6618902135;561767.1605959638;608286.5495279966;528610.3840021313;462121.2216331868;596913.088792556;586263.6865268968;470735.10891092464;574119.7591665009;562100.7593280217;501775.66548013146;544535.9650915246;1149138.307877789;1205970.1250132779;1305835.3311360222;1134791.0230318068;992055.8311614969;1281419.4257092937;1258557.8882566434;1010547.6395935941;1232487.988440086;1206686.2759968585;1077183.759523665;1168979.1642483738;4067955.447521653;4269140.3688874915;4622663.705878269;4017165.986282523;3511882.6819654005;4536231.276634602;4455301.317915378;3577343.7777535995;4363013.7401294075;4271675.547007421;3813235.980818217;4138192.179865275
LA PERLA;FERTILIZACIÓN;2897573.330658924;3032608.7947098953;3083300.289493895;2496281.589841749;2289216.81288148;2603455.823079008;2897457.864056955;2630616.522678165;2545502.8211621786;2518257.8731017997;2518635.8344683386;2723013.9137084004;650739.400404659;681065.7759203776;692450.113487377;560616.9713901269;514114.193573143;584686.2487877703;650713.4688202753;590786.021029844;571671.1159799212;565552.423149174;565637.3060235555;611536.7030580697;1396970.7222197326;1462073.6784571384;1486512.9336537267;1203500.9635569896;1103671.417241185;1255171.5336939506;1396915.0537537658;1268266.1814578434;1227231.3790528446;1214096.1136340084;1214278.3354116587;1312812.5778209593;4945283.4532833155;5175748.249087411;5262263.336634999;4260399.524788866;3907002.423695808;4443313.605560729;4945086.386630996;4489668.725165852;4344405.316194944;4297906.409884982;4298551.475903553;4647363.194587429
ARACATACA;FERTILIZACIÓN;12425000.951168232;18263271.399197027;16622952.894797027;13536582.484355114;13891858.623565676;14375243.368164705;14804232.00200423;11999504.13989604;13929620.801682629;13006016.107412877;14657710.53873255;15095243.227543905;2790416.9269641438;4101580.503240758;3733196.4251807956;3040056.821407274;3119845.028788168;3228403.9720724784;3324746.5920888158;2694858.503330256;3128325.689790184;2920901.788348024;3291840.681426619;3390102.132331744;5990310.018620716;8805042.193989756;8014215.987275268;6526222.894678651;6697507.727931708;6930555.957851379;7137378.872494431;5785170.572638192;6715713.533692846;6270427.575561066;7066738.3153766645;7277680.468183043;21205727.89675309;31169894.096427538;28370365.307253093;23102862.20044104;23709211.380285554;24534203.298088565;25266357.466587476;20479533.215864487;23773660.025165662;22197345.471321966;25016289.535535835;25763025.828058694
BOCATOMA;FERTILIZACIÓN;12461354.933027858;10073500.977092914;9092554.282092914;6232005.720030587;6391057.8704001075;6172779.499922539;6462472.512787291;6589078.931966507;6724612.183105178;7364082.373004587;6662124.369513531;6494145.390348475;2798581.3340931516;2262315.12985333;2042013.3147520465;1399588.9673131711;1435309.0299840258;1386287.8941173528;1451347.3890741754;1479780.7627639202;1510218.9317129757;1653831.672605081;1496185.3671715807;1458460.5099519715;6007836.908365541;4856610.801304736;4383679.262877861;3004558.8284072373;3081240.648681233;2976004.8330335054;3115670.895362859;3176710.061815369;3242053.009903907;3550352.7597565264;3211926.543332928;3130940.942948286;21267773.17548655;17192426.90825098;15518246.859722821;10636153.515750997;10907607.549065366;10535072.227073397;11029490.797224326;11245569.756545797;11476884.12472206;12568266.805366194;11370236.280018039;11083546.843248732
JOYA;FERTILIZACIÓN;13468545.429901393;12175991.94961931;13751465.91361931;11586517.628723944;10688162.258312507;11483773.486516517;11575807.11506037;10428313.43443972;10646223.836690998;11681322.357841019;12854050.586237494;10264763.572279157;3024777.003791598;2734494.2807108876;3088315.5185856055;2602109.653176314;2400356.265641199;2579035.2892636852;2599704.2772137066;2341999.2031801157;2390937.7004400585;2623400.9771709144;2886773.2466867985;2305269.0406981097;6493421.042144931;5870258.428880999;6629821.949859074;5586062.56088413;5152949.7428805735;5536527.815024665;5580898.835138304;5027672.0854309285;5132730.497168496;5631769.576994197;6197162.343022293;4948821.83972915;22986743.475837924;20780744.659211196;23469603.382063992;19774689.842784386;18241468.26683428;19599336.590804867;19756410.22741238;17797984.723050766;18169892.034299552;19936492.912006132;21937986.175946586;17518854.452706415
ESMERALDA;FERTILIZACIÓN;25431.147839999998;23219.743680000003;23219.743680000003;24325.445760000002;25431.147839999998;22114.0416;25431.147839999998;24325.445760000002;23219.743680000003;25431.147839999998;23219.743680000003;22114.0416;5711.348086310724;5214.709122283706;5214.709122283706;5463.028604297216;5711.348086310724;4966.389640270196;5711.348086310724;5463.028604297216;5214.709122283706;5711.348086310724;5214.709122283706;4966.389640270196;12260.80064618853;11194.644068259096;11194.644068259096;11727.722357223814;12260.80064618853;10661.565779294377;12260.80064618853;11727.722357223814;11194.644068259096;12260.80064618853;11194.644068259096;10661.565779294377;43403.296572499254;39629.09687054281;39629.09687054281;41516.19672152103;43403.296572499254;37741.99701956457;43403.296572499254;41516.19672152103;39629.09687054281;43403.296572499254;39629.09687054281;37741.99701956457
NARANJOS;FERTILIZACIÓN;7346192.49647837;7165797.1183522465;6178654.078352246;6551641.042300724;6292187.982432026;5786340.408072681;5806740.491455226;6328731.480595316;5996235.814422063;5451323.577085274;6773942.51002835;6006773.197517097;1649813.9494293446;1609300.607124779;1387607.2117700002;1471372.9307288334;1413104.749273106;1299501.0852167783;1304082.552711699;1421311.7181293732;1346639.5681087463;1224262.7299297913;1521297.5770829103;1349006.0622659582;3541727.737753867;3454755.9745203047;2978837.0699211285;3158660.601181737;3033573.7484723106;2789695.79590806;2799531.0324885184;3051192.00733791;2890890.0381023795;2628178.3290718314;3265836.0222957036;2895970.2945765886;12537734.183661584;12229853.69999733;10545098.360043375;11181674.574211296;10738866.480177443;9875537.28919752;9910354.076655444;10801235.2060626;10233765.420633188;9303764.636086896;11561076.109406965;10251749.554359645
YUNQUE;FERTILIZACIÓN;3456585.0761045646;3594376.246761907;3864464.2775619067;3236764.007785523;2710616.91064706;3050612.380418945;3081202.647803972;3357419.829317891;2864025.236817506;2456377.858742612;3749983.696084274;2859286.720985345;776282.7177044956;807227.9720750639;867884.5640444892;726915.1214884872;608752.5739202172;685109.0359978634;691979.0233923926;754012.1050673117;643205.1419132202;551655.3586590157;842174.4209532045;642140.9621325735;1666480.050422627;1732911.5809561152;1863125.738940438;1560500.4731951777;1306835.766074137;1470753.5216432975;1485501.6239500088;1618670.7525674542;1380796.6001062868;1184262.6776910208;1807932.6506776554;1378512.0788435244;5899347.8442316875;6134515.799793086;6595474.5805468345;5524179.602469188;4626205.250641414;5206474.938060106;5258683.295146374;5730102.686952657;4888026.978837013;4192295.8950926485;6400090.767715134;4879939.761961443
DONAMA;FERTILIZACIÓN;8651911.952946093;8550557.680468505;7198171.715668505;6813789.151198025;7732714.592870325;5990135.41383834;7046228.927535333;6464333.778419561;7381213.895718015;6266555.160852212;8449770.768860366;6437438.292336276;1943053.4982642592;1920291.2724380305;1616571.3208019834;1530246.3685107348;1736619.3995582128;1345269.5351311245;1582447.8845460634;1451765.3936398309;1657679.0840581742;1407348.109132532;1897656.4649822335;1445725.1832671573;4171237.898141516;4122373.2327593025;3470364.333458431;3285046.7841093387;3728076.792819115;2887948.9284092784;3397110.0609164457;3116568.2440397823;3558612.1661378853;3021215.7173929936;4073782.1019638316;3103601.4603450717;14766203.349351868;14593222.185665838;12285107.369928919;11629082.3038181;13197410.785247652;10223353.877378743;12025786.872997843;11032667.416099174;12597505.145914074;10695118.987377739;14421209.335806431;10986764.935948506
BURDEOS;FERTILIZACIÓN;25431.147839999998;23219.743680000003;23219.743680000003;24325.445760000002;25431.147839999998;22114.0416;25431.147839999998;24325.445760000002;23219.743680000003;25431.147839999998;23219.743680000003;22114.0416;5711.348086310724;5214.709122283706;5214.709122283706;5463.028604297216;5711.348086310724;4966.389640270196;5711.348086310724;5463.028604297216;5214.709122283706;5711.348086310724;5214.709122283706;4966.389640270196;12260.80064618853;11194.644068259096;11194.644068259096;11727.722357223814;12260.80064618853;10661.565779294377;12260.80064618853;11727.722357223814;11194.644068259096;12260.80064618853;11194.644068259096;10661.565779294377;43403.296572499254;39629.09687054281;39629.09687054281;41516.19672152103;43403.296572499254;37741.99701956457;43403.296572499254;41516.19672152103;39629.09687054281;43403.296572499254;39629.09687054281;37741.99701956457
DON MARCE SUR 2;FERTILIZACIÓN;4548873.282103433;4833009.572213791;5100297.533813791;4034206.7851355565;3558524.293453785;3705516.870452011;3564779.9068552414;3580674.8113152524;3682584.4011526555;3327848.5490378016;4173650.054748912;3675802.706953291;1021589.7008686269;1085401.2624616416;1145429.0125884742;906005.4759237206;799176.3109308203;832188.0247009802;800581.2017306336;804150.8924398744;827037.8318952412;747370.9626344168;937321.7600358557;825514.7934373952;2193091.2763961;2330078.345611718;2458942.541318572;1944961.5671790373;1715626.7279462193;1786494.4172217327;1718642.6684502591;1726305.8795683933;1775438.273150957;1604413.9217453522;2012189.603480763;1772168.6999038132;7763554.259368161;8248489.180287151;8704669.087720837;6885173.828238314;6073327.332330825;6324199.312374724;6084003.777036134;6111131.583323521;6285060.506198854;5679633.433417571;7123161.41826553;6273486.200294499
LAS MARGARITAS;FERTILIZACIÓN;9450026.657653868;7915613.47026781;7145390.3778678095;6161828.125871881;5862948.314119934;5547930.3156926865;7167407.988225278;6468990.473230873;5855532.757249956;5575392.07471235;6676375.116863124;6332174.607804863;2122294.7546978183;1777694.9797870172;1604717.6445724433;1383828.4255310267;1316705.7517285692;1245958.7506969832;1609662.3776049993;1452811.1979883586;1315040.3598711216;1252126.1351111853;1499385.8117254665;1422084.9784683438;4556022.940042859;3816255.536786585;3444917.5284347273;2970724.984287325;2826629.8057245556;2674754.1254376126;3455532.60302738;3118813.3179590115;2823054.6362105682;2687993.919207526;3218797.0775853274;3052851.9991157614;16128344.352394545;13509563.986841414;12195025.55087498;10516381.535690233;10006283.871573059;9468643.191827282;12232602.968857657;11040614.989178244;9993627.753331646;9515512.129031062;11394558.006173918;10807111.585388968
LA CECILIA;FERTILIZACIÓN;3918300.712344588;2962287.143540236;4256931.568340236;2923130.0669720755;2654909.3227341394;2867838.411954172;2909950.8953531794;2794691.8653570837;2539985.6450180598;2618212.6934300913;2828971.59912638;2744904.704703148;879975.1948215332;665272.8816962983;956025.1908155994;656478.9532535039;596241.7180350964;644061.5079198427;653519.164058053;627634.1963586073;570432.0640263561;588000.3588613641;635332.7671464569;616452.9548939003;1889081.2246513017;1428170.3819356237;2052341.0760796524;1409292.0712628106;1279978.1647508482;1382634.9984543996;1402938.1623902025;1347369.7704974676;1224571.4520507867;1262286.078687146;1363896.629001616;1323366.510583358;6687357.131817423;5055730.407172158;7265297.835235489;4988901.09148839;4531129.205520084;4894534.918328415;4966408.221801435;4769695.832213159;4334989.161095203;4468499.130978601;4828200.9952744525;4684724.170180406
JOSEFINA;FERTILIZACIÓN;4617431.467196127;4343103.478270551;4495566.511486551;2755308.120558865;4212117.506395046;5075979.319459637;4900265.654657755;4004284.319744524;3682447.7804011805;3563501.9265558026;4508997.098727131;4166497.435126681;1036986.5544315724;975377.7491810595;1009618.0225053222;618789.362578385;945960.8119467895;1139967.6080192458;1100505.6887414067;899285.4640499362;827007.1494945728;800294.1918644859;1012634.2748277545;935715.4188416415;2226144.3751148256;2093886.0592476989;2167391.1510326006;1328382.1791111352;2030735.4339311803;2447218.305348436;2362503.6778962496;1930535.4238798788;1775372.4058999582;1718026.5318220677;2173866.2717685583;2008741.2006073282;7880562.3967425255;7412367.286699309;7672575.685024474;4702479.662248385;7188813.752273016;8663165.232827319;8363275.0212954115;6834105.2076743385;6284827.335795712;6081822.650242356;7695497.645323444;7110954.05457565
SAN ALFREDO;FERTILIZACIÓN;2389468.2787687927;2570843.4845923763;2995500.3171043764;1979254.4981149915;2387699.512040672;2309934.280021756;2584629.3369664312;2573049.3017412447;2091274.7158826068;2027075.8376057828;3244781.3849516376;2637015.9603776946;536628.7501888208;577362.1430031002;672731.9235165615;444502.60213386227;536231.519103093;518766.93937326415;580458.1810612362;577857.5272315749;469660.19472073234;455242.3578658452;728715.6706427372;592223.2120087421;1152004.4003006124;1239448.555584339;1444183.033132463;954233.1703679736;1151151.6469613002;1113659.6700758194;1246094.9558474927;1240512.018566599;1008240.0743045347;977288.6735571799;1564365.7907875055;1271351.46216854;4078101.4292582264;4387654.183179815;5112415.273753401;3377990.2706168275;4075082.678105065;3942360.8894708394;4411182.47387516;4391418.847539419;3569174.984907874;3459606.869028808;5537862.84638188;4500590.634554977
VICTORIA;FERTILIZACIÓN;10379579.053414963;9469531.67372462;11135299.827228619;9994614.214490315;9686129.877238655;10347642.575650612;10814380.518210622;9777252.857391821;9440017.839246936;11114554.84851668;11103775.482051222;11491103.236789428;2331054.3958299146;2126675.2072401107;2500774.7884154613;2244598.6758631193;2175319.009829017;2323882.075401812;2428702.4662005277;2195783.483614904;2120046.9660327407;2496115.864043962;2493695.02506251;2580681.4106050306;5004176.388967709;4565426.649035814;5368522.576179074;4818578.114932147;4669852.426838543;4988779.25511934;5213801.7709626695;4713784.407454347;4551197.513838608;5358521.059535125;5353324.138650676;5540061.615679198;17714809.838212587;16161633.530000545;19004597.191823155;17057791.00528558;16531301.313906215;17660303.90617176;18456884.75537382;16686820.748461073;16111262.319118284;18969191.77209577;18950794.64576441;19611846.263073657
CIRCASIA;FERTILIZACIÓN;7846938.79994767;6490396.450033612;7117653.217937611;6419489.56242925;6241878.399191608;6612287.081601679;6749070.906184749;6026126.9296784885;5818172.417875037;6849507.271901172;6842023.275504683;7079953.547451496;1762271.9658759413;1457618.5698544306;1598488.410395374;1441694.2427507814;1401806.1817144954;1484992.8680860861;1515711.891847256;1353352.5393435312;1306649.9441441034;1538267.9734185426;1536587.2113559744;1590021.787408473;3783146.278504756;3129133.5133299227;3431544.9590746965;3094948.0640993784;3009318.6195027325;3187899.116192073;3253844.9875852005;2905301.066953969;2805042.563926935;3302267.114082372;3298658.9486770406;3413369.28933437;13392357.044328365;11077148.533217965;12147686.587407682;10956131.86927941;10653003.200408835;11285179.065879839;11518627.785617204;10284780.535975989;9929864.925946075;11690042.359402087;11677269.435537698;12083344.624194339
CIENAGA;FERTILIZACIÓN;2995717.762694897;2750810.2929788195;3096134.9056268195;2482931.436506633;2061575.477858592;2083427.663750087;2203048.721074992;2225678.622834037;2170172.034477586;2264274.536833968;2602452.676987518;2446488.197043435;672780.757626021;617779.236763244;695332.5221285635;557618.7829803005;462990.3154325254;467897.8973025342;494762.49268507044;499844.7346238961;487379.01938438864;508512.6367158419;584460.9614139573;549434.3303053126;1444287.8674503455;1326213.6978594502;1492700.7263072943;1197064.6214120057;993921.5528187129;1004456.873386417;1062128.2748573367;1073038.5458311883;1046277.8499054593;1091646.3102265603;1254687.8994386608;1179494.699017202;5112786.387771264;4694803.227601513;5284168.154062677;4237614.840898939;3518487.3461098303;3555782.4344390384;3759939.488617399;3798561.9032891216;3703828.903767434;3864433.48377637;4441601.537840136;4175417.22636595
MARIA;FERTILIZACIÓN;3135759.310119936;3034511.5130025027;3243409.861802503;2645141.878883857;2362100.5866567492;2052525.5621916715;2384406.8275982533;2309195.7874221127;2047903.740184068;2022223.9190326692;2259226.020722916;2203973.1960927118;704231.4034608882;681493.0899585658;728407.6528465126;594048.137466361;530482.4913980551;460957.87793301773;535492.045324428;518601.0880981954;459919.90534741245;454152.71000441833;507378.83681774157;494970.1120444684;1511804.3439367705;1462991.0121857726;1563704.5555173175;1275269.1094370806;1138809.9578301765;989558.4303770901;1149564.1862696595;1113303.6298923453;987330.1692457438;974949.4788519014;1089212.3324137568;1062573.9804136078;5351795.057517595;5178995.615146841;5535522.070166334;4514459.125787299;4031393.035884981;3503041.870501779;4069463.059192341;3941100.505412653;3495153.814777224;3451326.1078889887;3855817.189954414;3761517.288550788
REMANSO;FERTILIZACIÓN;24768093.299010452;24118245.42782936;22979946.10982936;18382087.326893803;19666328.031056512;18822151.28094999;17844938.39771219;18967533.989782605;16967747.363116104;15519414.1443544;22269292.169172216;16935712.027606327;5562438.752464458;5416495.38337966;5160855.18686118;4128264.2819495937;4416680.114936313;4227094.206484102;4007630.933897567;4259744.374738317;3810630.650296948;3485362.785497538;5001255.94071086;3803436.128315116;11941130.46866567;11627827.45737299;11079033.470507063;8862325.428401645;9481480.307077374;9074487.948402802;8603356.545854762;9144579.492111886;8180447.423880719;7482180.677282708;10736414.790860968;8165002.628986271;42271662.52014058;41162568.26858201;39219834.7671976;31372677.037245043;33564488.45307019;32123733.435836896;30455925.877464518;32371857.856632806;28958825.43729377;26486957.607134648;38006962.90074404;28904150.784907714
PIEDECUESTA;FERTILIZACIÓN;9623443.621116789;7972708.930834342;8914070.572794342;6250710.800101349;6409524.041837004;6181731.710705656;6940827.918947738;7293986.585630261;7422074.182969246;7350211.04135334;7352522.465537038;7186754.050602759;2161240.8789010653;1790517.5252535178;2001929.2966041644;1403789.7695710387;1439456.1779445168;1388298.3889737423;1558776.8393978323;1638089.5030578175;1666855.5209562117;1650716.4375406092;1651235.5390837747;1614007.1321961973;4639630.287657029;3843782.2557617906;4297629.148582192;3013576.874280019;3090143.5125279846;2980320.850243779;3346294.393360651;3516558.3561164965;3578311.6244354527;3543665.1484405473;3544779.526419214;3464859.6776679493;16424314.787674885;13607008.71184965;15213629.017980698;10668077.443952408;10939123.732309505;10550350.949923176;11845899.151706222;12448634.444804575;12667241.32836091;12544592.627334496;12548537.531040028;12265620.860466905
NAUTICA;FERTILIZACIÓN;28135062.15336392;22431953.542049393;24097518.12006539;20481213.894332033;20815089.708155375;19070468.66740303;14484790.342715522;13968531.769533614;14225526.012665926;15883796.883862082;15834607.024168726;15380923.820369411;6318595.385423559;5037786.565539265;5411840.427564181;4599687.851946909;4674669.956661275;4282861.529250618;3253006.121664714;3137064.3469349733;3194780.3253068966;3567196.160658785;3556149.061534787;3454260.514697943;13564404.97302063;10814836.680357654;11617834.460201763;9874351.01751002;10035318.380038315;9194206.098422542;6983370.468026498;6734473.191053683;6858374.605259901;7657855.961627865;7634140.670941474;7415412.072716017;48018062.511808105;38284576.78794631;41127193.007831335;34955252.76378896;35525078.04485496;32547536.29507619;24721166.93240673;23840069.307522267;24278680.943232723;27108849.006148733;27024896.756644987;26250596.40778337
LAS LINAS;FERTILIZACIÓN;14284627.1738243;14993099.304383624;20546786.63098431;18645294.439957235;13320658.724811481;12314435.974893887;17495890.068780355;16135192.145623809;9608976.83636361;8249868.843416181;12118438.766887194;9633545.487233933;3208053.312660998;3367162.566106103;4614414.231045067;4187375.5517576262;2991564.4859996345;2765586.1537080402;3929241.373268328;3623654.715192139;2157991.916489499;1852762.3262465955;2721568.939624192;2163509.564297387;6886868.307529261;7228435.098411807;9905964.779380966;8989222.175738141;6422122.278096337;5937004.7120305775;8435074.248734567;7779058.009103239;4632655.597998268;3977405.891496235;5842511.034053532;4644500.57378788;24379548.79401456;25588696.968901534;35067165.64141034;31821892.167453002;22734345.488907453;21017026.840632506;29860205.69078325;27537904.86991919;16399624.350851376;14080037.061159013;20682518.74056492;16441555.625319201
DON ALI;FERTILIZACIÓN;8732247.659631735;9229607.132449348;10884323.312871825;11696963.138432726;9103987.582796905;8198827.155081113;9964567.92796556;9558528.155592501;6147817.503386158;5279484.579981127;7428824.552783613;6222731.890220297;1961095.3573076713;2072792.7565425376;2444410.276518518;2626913.596532922;2044581.014822322;1841299.341924038;2237850.8561373428;2146662.110293108;1380681.9084164512;1185670.9867084862;1668371.5245579265;1397506.242991288;4209969.145769044;4449754.836296105;5247522.414142978;5639310.270555976;4389191.456882689;3952797.801870928;4804092.275301313;4608333.407679165;2963970.2184266867;2545331.746605701;3581566.095649364;3000087.7530454006;14903312.16270845;15752154.725287989;18576256.003533322;19963187.005521625;15537760.054501917;13992924.29887608;17006511.059404217;16313523.673564775;10492469.630229294;9010487.313295314;12678762.172990903;10620325.886256985
DR4 DON ALI;FERTILIZACIÓN;808880.9475495048;846732.3499346358;997487.8483928547;1195160.0199124718;928643.7668384754;856670.5664872563;1103538.7481781347;956822.0100462844;631323.4354835335;529680.8789767553;819592.5527934345;657570.1237960658;181659.1481008067;190159.84716231216;224016.64092707867;268410.0196934793;208555.58050176117;192391.7800049137;247833.6391746965;214883.87352388684;141783.13608875594;118956.16719828224;184064.7692114279;147677.63892476223;389975.63565752766;408224.4579970684;480906.31744525774;576207.5245928629;447715.38304785115;413015.8458139674;532035.3089008096;461300.6063615764;304372.0572280104;255368.4050791123;395139.8876733143;317026.04418319004;1380515.7313078393;1445116.6550940163;1702410.806765191;2039777.5641988139;1584914.7303880877;1462078.1923061372;1883407.6962536408;1633006.4899317476;1077478.6288003;904005.4512541498;1398797.2096781768;1122273.8069040182
DON CARLOS;FERTILIZACIÓN;2864111.599446531;2723551.317888008;3306892.0497744996;3656245.1251432947;2682986.1299885386;2552182.6999414507;3209731.8536055754;2786629.4688174897;1836182.181672256;1536262.4320397384;2434452.047797216;1914282.8267071624;643224.5373034367;611657.3937304721;742664.534803622;821122.535638174;602547.2304874249;573171.2886470304;720844.2180823239;625823.5367164552;412371.3037017086;345015.07979520364;546731.242013882;429911.2107623781;1380838.2370384622;1313071.6697641956;1594310.4273484065;1762739.648049664;1293514.4840193868;1230451.865307285;1547467.7994235258;1343482.748278714;885255.5071917298;740658.9564094167;1173691.8611986293;922909.1925517581;4888174.373788429;4648280.381382676;5643867.011926528;6240107.308831133;4579047.8444953505;4355805.853895767;5478043.871111426;4755935.753812659;3133808.9925656943;2621936.468244359;4154875.1510097273;3267103.230021299
EVA NORTE;FERTILIZACIÓN;20664237.511818025;20442478.972846236;27641307.108973563;25205154.99786226;18641282.274435382;17533630.193263516;22546851.54261099;20681950.27509765;13973735.988495257;12027320.828452922;16651979.222241178;13298821.376465915;4640791.446407327;4590988.731439524;6207707.471687726;5660594.428057315;4186474.496326728;3937717.081447139;5063590.452951545;4644769.393344557;3138233.1147072474;2701105.598111678;3739715.1816578447;2986660.2363578863;9962589.90085332;9855676.235177303;13326357.040406348;12151845.548984537;8987287.840649042;8453269.422053585;10870231.013652971;9971129.533465696;6736982.235930826;5798581.484138482;8028210.086815045;6411594.11096873;35267618.859078676;34889143.939463064;47175371.621067636;43017594.97490411;31815044.61141115;29924616.69676424;38480673.00921551;35297849.2019079;23848951.33913333;20527007.91070308;28419904.490714066;22697075.72379253
DON PEDRO;FERTILIZACIÓN;10360857.685582977;10867144.595618945;12779762.559963226;13653456.902156573;10262657.51513827;9476101.446241295;12025219.34504676;11410008.291710872;7488265.637468958;7382168.490109533;10977899.87463536;8992037.359668192;2326849.9356532423;2440552.2660769606;2870089.580681366;3066304.574227897;2304796.06065423;2128150.652152259;2700633.6452409034;2562469.0411792435;1681720.8522171327;1657893.4676512978;2465425.777679306;2019439.141688992;4995150.4904807;5239240.254449679;6161346.787771776;6582570.093252566;4947806.472789506;4568594.051137542;5797568.322276253;5500964.325958839;3610223.680989414;3559072.392770439;5292637.309316284;4335218.298584323;17682858.11171692;18546937.11614558;21811198.928416368;23302331.569637038;17515260.048582006;16172846.149531096;20523421.31256392;19473441.658848956;12780210.170675505;12599134.35053127;18735962.961630948;15346694.799941506
LA VELA;FERTILIZACIÓN;7243801.413204723;7633367.028338166;10144843.668684466;7393872.771493365;7208133.361672072;6633990.355797847;8250047.096440321;7799855.08651982;5229809.397356852;4533536.4614396915;6294878.447353124;5307331.758463312;1626818.8757822784;1714307.8418518826;2278337.3301746533;1660522.0247853983;1618808.5154499372;1489867.007245153;1852802.3584572806;1751697.8668115023;1174514.8933617265;1018145.3450770974;1413708.9760966485;1191924.928942396;3492363.207774182;3680179.596393822;4891006.359250835;3564715.231294949;3475167.017022935;3198362.6438300293;3977491.8303931854;3760446.3977265414;2521382.473255904;2185697.12722566;3034870.868612175;2558757.357831627;12362983.496761184;13027854.46658387;17314187.358109955;12619110.027573712;12302108.894144945;11322220.00687303;14080341.285290787;13311999.351057863;8925706.763974482;7737378.933742449;10743458.292061947;9058014.045237336
ESPERANZA;FERTILIZACIÓN;6932106.395416046;7298791.730653785;8480806.787112022;9124388.958045475;7255888.294330152;6495108.88689084;8032863.224869812;7343036.577270813;4712195.818335696;3915376.457732591;5391870.287815584;4560684.367590601;1556818.1524739927;1639168.6464770301;1904626.559472797;2049162.7724455763;1629533.3574808436;1458676.8927974498;1804027.0260548333;1649105.1904995458;1058268.8103067933;879318.4633170335;1210910.6613550005;1024242.2441560472;3342089.594504308;3518875.000476402;4088745.1085504433;4399027.316294326;3498190.504317989;3131405.46146328;3872783.691789033;3540206.21397119;2271831.924296548;1887671.390417237;2599514.8596884594;2198785.6070446554;11831014.142394345;12456835.377607219;14474178.455135264;15572579.046785377;12383612.156128986;11085191.24115157;13709673.942713678;12532347.98174155;8042296.552939037;6682366.3114668615;9202295.808859043;7783712.218791304
LINA MARGARITA;FERTILIZACIÓN;4966714.439348544;4509796.673739091;6441031.158536322;3557490.077490884;2256385.5446421807;3458791.900039415;6063632.165761821;5280657.658397866;2642923.731781934;2435347.386915084;3414745.798793582;2785808.278724235;1115428.8114281653;1012813.8440411909;1446532.0721116997;798944.0458597465;506740.92036465864;776778.3280377936;1361775.49609243;1185934.4376235881;593549.9841668942;546932.3180089417;766886.4184141093;625639.1131702939;2394539.7978307903;2174251.7608500966;3105333.6439061267;1715128.1143631432;1087842.8892731927;1667543.9987939969;2923382.996472019;2545897.308203647;1274199.7019690536;1174123.519828589;1646308.603914668;1343086.838188876;8476683.048607498;7696862.278630378;10992896.87455415;6071562.237713774;3850969.354280032;5903114.2268712055;10348790.65832627;9012489.404225102;4510673.417917881;4156403.2247526143;5827940.8211223595;4754534.230083404
DON MARCE;FERTILIZACIÓN;21371350.850167446;21885917.185024977;44956194.68850205;11002201.49319521;10231411.394492542;8118401.9434777275;8004106.761088894;6995473.46679862;6159809.92795339;5371442.051917188;4167850.249474215;3134899.5751908566;4799595.541181004;4915157.271636835;10096299.157135826;2470883.455151408;2297778.781195301;1823237.3817926256;1797568.8757811016;1571049.181452824;1383375.1769835334;1206322.8713449286;936019.2349998243;704038.3234838134;10303501.594273886;10551583.013587754;21674166.82702763;5304353.544164063;4932742.172168303;3914023.4023589375;3858919.698235717;3372639.9666165938;2969751.9758136673;2589666.050288295;2009393.4160374291;1511389.8507082176;36474447.98562234;37352657.47024956;76726660.6726655;18777438.492510684;17461932.34785615;13855662.72762929;13660595.335105712;11939162.614868037;10512937.080750592;9167430.973550411;7113262.900511468;5350327.749382888
ENANO;TRINCHEO;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;2184101.8718302594;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;490507.3937073783;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;1052993.667842168;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056;3727602.9333798056
