FINCA;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;TOTAL
DON FUAD;0.0;0.0;0.0;0.0;2910000.0;0.0;0.0;8924000.0;5100000.0;0.0;0.0;28518000.0;45452000.0
EUFEMIA;0.0;0.0;0.0;0.0;4500000.0;0.0;0.0;13478000.0;5100000.0;0.0;0.0;43071000.0;66149000.0
OLGA;0.0;0.0;0.0;0.0;795000.0;0.0;0.0;2438000.0;5100000.0;0.0;0.0;7791000.0;16124000.0
DON SAID;0.0;0.0;0.0;0.0;9225000.0;0.0;0.0;28290000.0;5100000.0;0.0;0.0;90405000.0;133020000.0
ASUNTINA;0.0;0.0;0.0;0.0;4170000.0;0.0;0.0;12788000.0;5100000.0;0.0;0.0;40866000.0;62924000.0
PORLAMAR;0.0;0.0;0.0;0.0;8205000.0;0.0;0.0;25162000.0;5100000.0;0.0;0.0;80409000.0;118876000.0
EL MORRO;0.0;0.0;0.0;0.0;810000.0;0.0;0.0;2484000.0;5100000.0;0.0;0.0;7938000.0;16332000.0
LA PERLA;0.0;0.0;0.0;0.0;930000.0;0.0;0.0;2852000.0;5100000.0;0.0;0.0;9114000.0;17996000.0
ARACATACA;0.0;0.0;0.0;0.0;4635000.0;0.0;0.0;14214000.0;5100000.0;0.0;0.0;45423000.0;69372000.0
BOCATOMA;0.0;0.0;0.0;0.0;2190000.0;0.0;0.0;6716000.0;5100000.0;0.0;0.0;21462000.0;35468000.0
JOYA;0.0;0.0;0.0;0.0;3795000.0;0.0;0.0;11638000.0;5100000.0;0.0;0.0;37191000.0;57724000.0
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5100000.0;0.0;0.0;0.0;5100000.0
NARANJOS;0.0;0.0;0.0;0.0;1650000.0;0.0;0.0;5060000.0;5100000.0;0.0;0.0;16170000.0;27980000.0
YUNQUE;0.0;0.0;0.0;0.0;1035000.0;0.0;0.0;3174000.0;5100000.0;0.0;0.0;10143000.0;19452000.0
DONAMA;0.0;0.0;0.0;0.0;2265000.0;0.0;0.0;6946000.0;5100000.0;0.0;0.0;22197000.0;36508000.0
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5100000.0;0.0;0.0;0.0;5100000.0
DON MARCE SUR 2;0.0;0.0;0.0;0.0;1095000.0;0.0;0.0;3358000.0;5100000.0;0.0;0.0;10731000.0;20284000.0
LAS MARGARITAS;0.0;0.0;0.0;0.0;1845000.0;0.0;0.0;5658000.0;5100000.0;0.0;0.0;18081000.0;30684000.0
LA CECILIA;0.0;0.0;0.0;0.0;960000.0;0.0;0.0;2944000.0;5100000.0;0.0;0.0;9408000.0;18412000.0
JOSEFINA;0.0;0.0;0.0;0.0;1290000.0;0.0;0.0;3956000.0;5100000.0;0.0;0.0;12642000.0;22988000.0
SAN ALFREDO;0.0;0.0;0.0;0.0;765000.0;0.0;0.0;2346000.0;5100000.0;0.0;0.0;7497000.0;15708000.0
VICTORIA;0.0;0.0;0.0;0.0;3000000.0;0.0;0.0;9200000.0;5100000.0;0.0;0.0;29400000.0;46700000.0
CIRCASIA;0.0;0.0;0.0;0.0;1845000.0;0.0;0.0;5658000.0;5100000.0;0.0;0.0;18081000.0;30684000.0
CIENAGA;0.0;0.0;0.0;0.0;780000.0;0.0;0.0;2392000.0;5100000.0;0.0;0.0;7644000.0;15916000.0
MARIA;0.0;0.0;0.0;0.0;705000.0;0.0;0.0;2162000.0;5100000.0;0.0;0.0;6909000.0;14876000.0
REMANSO;0.0;0.0;0.0;0.0;5790000.0;0.0;0.0;17756000.0;5100000.0;0.0;0.0;56742000.0;85388000.0
PIEDECUESTA;0.0;0.0;0.0;0.0;2490000.0;0.0;0.0;7636000.0;5100000.0;0.0;0.0;24402000.0;39628000.0
NAUTICA;0.0;0.0;0.0;0.0;6495000.0;0.0;0.0;15318000.0;5100000.0;0.0;0.0;48951000.0;75864000.0
LAS LINAS;0.0;0.0;0.0;0.0;4395000.0;0.0;0.0;12880000.0;5100000.0;0.0;0.0;43365000.0;65740000.0
DON ALI;0.0;0.0;0.0;0.0;2940000.0;0.0;0.0;8602000.0;5100000.0;0.0;0.0;27489000.0;44131000.0
DR4 DON ALI;0.0;0.0;0.0;0.0;285000.0;0.0;0.0;874000.0;5100000.0;0.0;0.0;2793000.0;9052000.0
DON CARLOS;0.0;0.0;0.0;0.0;885000.0;0.0;0.0;2714000.0;5100000.0;0.0;0.0;8673000.0;17372000.0
EVA NORTE;0.0;0.0;0.0;0.0;6780000.0;0.0;0.0;20792000.0;5100000.0;0.0;0.0;66444000.0;99116000.0
DON PEDRO;0.0;0.0;0.0;0.0;3345000.0;0.0;0.0;10258000.0;5100000.0;0.0;0.0;32781000.0;51484000.0
LA VELA;0.0;0.0;0.0;0.0;2310000.0;0.0;0.0;6900000.0;5100000.0;0.0;0.0;22050000.0;36360000.0
ESPERANZA;0.0;0.0;0.0;0.0;2265000.0;0.0;0.0;6164000.0;5100000.0;0.0;0.0;19698000.0;33227000.0
LINA MARGARITA;0.0;0.0;0.0;0.0;1440000.0;0.0;0.0;5152000.0;5100000.0;0.0;0.0;16464000.0;28156000.0
DON MARCE;0.0;0.0;0.0;0.0;3405000.0;0.0;0.0;10442000.0;5100000.0;0.0;0.0;33369000.0;52316000.0
ENANO;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;18614880.0
EVA;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;13510800.0
SAMI;1534560.0;1592940.0;1609620.0;1609620.0;1609620.0;1609620.0;1609620.0;1609620.0;1609620.0;1609620.0;1609620.0;1609620.0;19223700.0
VEGA;625500.0;625500.0;625500.0;625500.0;625500.0;625500.0;625500.0;625500.0;625500.0;625500.0;625500.0;625500.0;7506000.0
FEDERICA;1809780.0;1776420.0;1759740.0;1809780.0;1809780.0;1809780.0;1809780.0;1809780.0;1809780.0;1809780.0;1809780.0;1809780.0;21633960.0
NEERLANDIA;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;14411520.0
SAN ANTONIO;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;15712560.0
MRS;742260.0;617160.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;6530220.0
DON FUAD;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;19415520.0
EUFEMIA;2552040.0;2552040.0;2552040.0;2552040.0;2502000.0;2443620.0;2443620.0;2443620.0;2443620.0;2443620.0;2443620.0;2443620.0;29815500.0
OLGA;442020.0;442020.0;442020.0;442020.0;442020.0;442020.0;442020.0;442020.0;442020.0;442020.0;442020.0;442020.0;5304240.0
DON SAID;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;61549200.0
ASUNTINA;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;27822240.0
PORLAMAR;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;54743760.0
EL MORRO;450360.0;450360.0;450360.0;450360.0;450360.0;450360.0;450360.0;450360.0;450360.0;450360.0;450360.0;450360.0;5404320.0
LA PERLA;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;6204960.0
ARACATACA;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;30924720.0
BOCATOMA;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;14611680.0
JOYA;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;25320240.0
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NARANJOS;917400.0;917400.0;917400.0;917400.0;917400.0;917400.0;917400.0;917400.0;917400.0;917400.0;917400.0;917400.0;11008800.0
YUNQUE;575460.0;575460.0;575460.0;575460.0;575460.0;575460.0;575460.0;575460.0;575460.0;575460.0;575460.0;575460.0;6905520.0
DONAMA;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;15112080.0
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON MARCE SUR 2;608820.0;608820.0;608820.0;608820.0;608820.0;608820.0;608820.0;608820.0;608820.0;608820.0;608820.0;608820.0;7305840.0
LAS MARGARITAS;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;12309840.0
LA CECILIA;533760.0;533760.0;533760.0;533760.0;533760.0;533760.0;533760.0;533760.0;533760.0;533760.0;533760.0;533760.0;6405120.0
JOSEFINA;717240.0;717240.0;717240.0;717240.0;717240.0;717240.0;717240.0;717240.0;717240.0;717240.0;717240.0;717240.0;8606880.0
SAN ALFREDO;425340.0;425340.0;425340.0;425340.0;425340.0;425340.0;425340.0;425340.0;425340.0;425340.0;425340.0;425340.0;5104080.0
VICTORIA;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;20016000.0
CIRCASIA;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;12309840.0
CIENAGA;433680.0;433680.0;433680.0;433680.0;433680.0;433680.0;433680.0;433680.0;433680.0;433680.0;433680.0;433680.0;5204160.0
MARIA;391980.0;391980.0;391980.0;391980.0;391980.0;391980.0;391980.0;391980.0;391980.0;391980.0;391980.0;391980.0;4703760.0
REMANSO;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;38630880.0
PIEDECUESTA;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;16613280.0
NAUTICA;3611220.0;3611220.0;3611220.0;3611220.0;3611220.0;3402720.0;2777220.0;2777220.0;2777220.0;2777220.0;2777220.0;2777220.0;38122140.0
LAS LINAS;2485320.0;2485320.0;2485320.0;2485320.0;2443620.0;2293500.0;2293500.0;2335200.0;2460300.0;2460300.0;2460300.0;2460300.0;29148300.0
DON ALI;1634640.0;1634640.0;1634640.0;1634640.0;1634640.0;1592940.0;1559580.0;1559580.0;1559580.0;1559580.0;1559580.0;1559580.0;19123620.0
DR4 DON ALI;158460.0;158460.0;158460.0;158460.0;158460.0;158460.0;158460.0;158460.0;158460.0;158460.0;158460.0;158460.0;1901520.0
DON CARLOS;492060.0;492060.0;492060.0;492060.0;492060.0;492060.0;492060.0;492060.0;492060.0;492060.0;492060.0;492060.0;5904720.0
EVA NORTE;3853080.0;3819720.0;3702960.0;3736320.0;3769680.0;3769680.0;3769680.0;3769680.0;3769680.0;3769680.0;3769680.0;3769680.0;45269520.0
DON PEDRO;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;22317840.0
LA VELA;1284360.0;1284360.0;1284360.0;1284360.0;1284360.0;1267680.0;1251000.0;1251000.0;1251000.0;1251000.0;1251000.0;1251000.0;15195480.0
ESPERANZA;1251000.0;1259340.0;1259340.0;1259340.0;1259340.0;1184280.0;1117560.0;1117560.0;1117560.0;1117560.0;1117560.0;1117560.0;14178000.0
LINA MARGARITA;750600.0;750600.0;750600.0;750600.0;800640.0;925740.0;934080.0;934080.0;934080.0;934080.0;934080.0;934080.0;10333260.0
DON MARCE;1150920.0;1426140.0;1709700.0;1893180.0;1893180.0;1893180.0;1893180.0;1893180.0;1893180.0;1893180.0;1893180.0;1893180.0;21325380.0
ENANO;511500.0;511500.0;2371500.0;19111500.0;511500.0;3301500.0;511500.0;511500.0;2371500.0;511500.0;511500.0;37711500.0;68448000.0
EVA;371250.0;371250.0;1721250.0;13871250.0;371250.0;2396250.0;371250.0;371250.0;1721250.0;371250.0;371250.0;27371250.0;49680000.0
SAMI;506000.0;525250.0;2460750.0;19830750.0;530750.0;3425750.0;530750.0;530750.0;2460750.0;530750.0;530750.0;39130750.0;70993750.0
VEGA;206250.0;206250.0;956250.0;7706250.0;206250.0;1331250.0;206250.0;206250.0;956250.0;206250.0;206250.0;15206250.0;27600000.0
FEDERICA;596750.0;585750.0;2690250.0;22296750.0;596750.0;3851750.0;596750.0;596750.0;2766750.0;596750.0;596750.0;43996750.0;79768500.0
NEERLANDIA;396000.0;396000.0;1836000.0;14796000.0;396000.0;2556000.0;396000.0;396000.0;1836000.0;396000.0;396000.0;29196000.0;52992000.0
SAN ANTONIO;431750.0;431750.0;2001750.0;16131750.0;431750.0;2786750.0;431750.0;431750.0;2001750.0;431750.0;431750.0;31831750.0;57776000.0
MRS;244750.0;203500.0;790500.0;6370500.0;170500.0;1100500.0;170500.0;170500.0;790500.0;170500.0;170500.0;12570500.0;22923250.0
DON FUAD;533500.0;533500.0;2473500.0;19933500.0;533500.0;3443500.0;533500.0;533500.0;2473500.0;533500.0;533500.0;39333500.0;71392000.0
EUFEMIA;841500.0;841500.0;3901500.0;31441500.0;825000.0;5200750.0;805750.0;805750.0;3735750.0;805750.0;805750.0;59405750.0;109416250.0
OLGA;145750.0;145750.0;675750.0;5445750.0;145750.0;940750.0;145750.0;145750.0;675750.0;145750.0;145750.0;10745750.0;19504000.0
DON SAID;1691250.0;1691250.0;7841250.0;63191250.0;1691250.0;10916250.0;1691250.0;1691250.0;7841250.0;1691250.0;1691250.0;124691250.0;226320000.0
ASUNTINA;764500.0;764500.0;3544500.0;28564500.0;764500.0;4934500.0;764500.0;764500.0;3544500.0;764500.0;764500.0;56364500.0;102304000.0
PORLAMAR;1504250.0;1504250.0;6974250.0;56204250.0;1504250.0;9709250.0;1504250.0;1504250.0;6974250.0;1504250.0;1504250.0;110904250.0;201296000.0
EL MORRO;148500.0;148500.0;688500.0;5548500.0;148500.0;958500.0;148500.0;148500.0;688500.0;148500.0;148500.0;10948500.0;19872000.0
LA PERLA;170500.0;170500.0;790500.0;6370500.0;170500.0;1100500.0;170500.0;170500.0;790500.0;170500.0;170500.0;12570500.0;22816000.0
ARACATACA;849750.0;849750.0;3939750.0;31749750.0;849750.0;5484750.0;849750.0;849750.0;3939750.0;849750.0;849750.0;62649750.0;113712000.0
BOCATOMA;401500.0;401500.0;1861500.0;15001500.0;401500.0;2591500.0;401500.0;401500.0;1861500.0;401500.0;401500.0;29601500.0;53728000.0
JOYA;695750.0;695750.0;3225750.0;25995750.0;695750.0;4490750.0;695750.0;695750.0;3225750.0;695750.0;695750.0;51295750.0;93104000.0
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NARANJOS;302500.0;302500.0;1402500.0;11302500.0;302500.0;1952500.0;302500.0;302500.0;1402500.0;302500.0;302500.0;22302500.0;40480000.0
YUNQUE;189750.0;189750.0;879750.0;7089750.0;189750.0;1224750.0;189750.0;189750.0;879750.0;189750.0;189750.0;13989750.0;25392000.0
DONAMA;415250.0;415250.0;1925250.0;15515250.0;415250.0;2680250.0;415250.0;415250.0;1925250.0;415250.0;415250.0;30615250.0;55568000.0
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON MARCE SUR 2;200750.0;200750.0;930750.0;7500750.0;200750.0;1295750.0;200750.0;200750.0;930750.0;200750.0;200750.0;14800750.0;26864000.0
LAS MARGARITAS;338250.0;338250.0;1568250.0;12638250.0;338250.0;2183250.0;338250.0;338250.0;1568250.0;338250.0;338250.0;24938250.0;45264000.0
LA CECILIA;176000.0;176000.0;816000.0;6576000.0;176000.0;1136000.0;176000.0;176000.0;816000.0;176000.0;176000.0;12976000.0;23552000.0
JOSEFINA;236500.0;236500.0;1096500.0;8836500.0;236500.0;1526500.0;236500.0;236500.0;1096500.0;236500.0;236500.0;17436500.0;31648000.0
SAN ALFREDO;140250.0;140250.0;650250.0;5240250.0;140250.0;905250.0;140250.0;140250.0;650250.0;140250.0;140250.0;10340250.0;18768000.0
VICTORIA;550000.0;550000.0;2550000.0;20550000.0;550000.0;3550000.0;550000.0;550000.0;2550000.0;550000.0;550000.0;40550000.0;73600000.0
CIRCASIA;338250.0;338250.0;1568250.0;12638250.0;338250.0;2183250.0;338250.0;338250.0;1568250.0;338250.0;338250.0;24938250.0;45264000.0
CIENAGA;143000.0;143000.0;663000.0;5343000.0;143000.0;923000.0;143000.0;143000.0;663000.0;143000.0;143000.0;10543000.0;19136000.0
MARIA;129250.0;129250.0;599250.0;4829250.0;129250.0;834250.0;129250.0;129250.0;599250.0;129250.0;129250.0;9529250.0;17296000.0
REMANSO;1061500.0;1061500.0;4921500.0;39661500.0;1061500.0;6851500.0;1061500.0;1061500.0;4921500.0;1061500.0;1061500.0;78261500.0;142048000.0
PIEDECUESTA;456500.0;456500.0;2116500.0;17056500.0;456500.0;2946500.0;456500.0;456500.0;2116500.0;456500.0;456500.0;33656500.0;61088000.0
NAUTICA;1190750.0;1190750.0;5520750.0;44490750.0;1190750.0;7242000.0;915750.0;915750.0;4245750.0;915750.0;915750.0;67515750.0;136250250.0
LAS LINAS;819500.0;819500.0;3799500.0;30619500.0;805750.0;4881250.0;756250.0;770000.0;3761250.0;811250.0;811250.0;59811250.0;108466250.0
DON ALI;539000.0;539000.0;2499000.0;20139000.0;539000.0;3390250.0;514250.0;514250.0;2384250.0;514250.0;514250.0;37914250.0;70000750.0
DR4 DON ALI;52250.0;52250.0;242250.0;1952250.0;52250.0;337250.0;52250.0;52250.0;242250.0;52250.0;52250.0;3852250.0;6992000.0
DON CARLOS;162250.0;162250.0;752250.0;6062250.0;162250.0;1047250.0;162250.0;162250.0;752250.0;162250.0;162250.0;11962250.0;21712000.0
EVA NORTE;1270500.0;1259500.0;5661000.0;46032000.0;1243000.0;8023000.0;1243000.0;1243000.0;5763000.0;1243000.0;1243000.0;91643000.0;165867000.0
DON PEDRO;613250.0;613250.0;2843250.0;22913250.0;613250.0;3958250.0;613250.0;613250.0;2843250.0;613250.0;613250.0;45213250.0;82064000.0
LA VELA;423500.0;423500.0;1963500.0;15823500.0;423500.0;2698000.0;412500.0;412500.0;1912500.0;412500.0;412500.0;30412500.0;55730500.0
ESPERANZA;412500.0;415250.0;1925250.0;15515250.0;415250.0;2520500.0;368500.0;368500.0;1708500.0;368500.0;368500.0;27168500.0;51555000.0
LINA MARGARITA;247500.0;247500.0;1147500.0;9247500.0;264000.0;1970250.0;308000.0;308000.0;1428000.0;308000.0;308000.0;22708000.0;38492250.0
DON MARCE;379500.0;470250.0;2613750.0;23324250.0;624250.0;4029250.0;624250.0;624250.0;2894250.0;624250.0;624250.0;46024250.0;82856750.0
ENANO;0.0;0.0;48360000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33480000.0;81840000.0
EVA;0.0;0.0;35100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24300000.0;59400000.0
SAMI;0.0;0.0;50180000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34740000.0;84920000.0
VEGA;0.0;0.0;19500000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13500000.0;33000000.0
FEDERICA;0.0;0.0;54860000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39060000.0;93920000.0
NEERLANDIA;0.0;0.0;37440000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25920000.0;63360000.0
SAN ANTONIO;0.0;0.0;40820000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28260000.0;69080000.0
MRS;0.0;0.0;16120000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11160000.0;27280000.0
DON FUAD;0.0;0.0;50440000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34920000.0;85360000.0
EUFEMIA;0.0;0.0;79560000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52740000.0;132300000.0
OLGA;0.0;0.0;13780000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9540000.0;23320000.0
DON SAID;0.0;0.0;159900000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110700000.0;270600000.0
ASUNTINA;0.0;0.0;72280000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50040000.0;122320000.0
PORLAMAR;0.0;0.0;142220000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98460000.0;240680000.0
EL MORRO;0.0;0.0;14040000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9720000.0;23760000.0
LA PERLA;0.0;0.0;16120000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11160000.0;27280000.0
ARACATACA;0.0;0.0;80340000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55620000.0;135960000.0
BOCATOMA;0.0;0.0;37960000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26280000.0;64240000.0
JOYA;0.0;0.0;65780000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45540000.0;111320000.0
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NARANJOS;0.0;0.0;28600000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19800000.0;48400000.0
YUNQUE;0.0;0.0;17940000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12420000.0;30360000.0
DONAMA;0.0;0.0;39260000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27180000.0;66440000.0
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON MARCE SUR 2;0.0;0.0;18980000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13140000.0;32120000.0
LAS MARGARITAS;0.0;0.0;31980000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22140000.0;54120000.0
LA CECILIA;0.0;0.0;16640000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11520000.0;28160000.0
JOSEFINA;0.0;0.0;22360000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15480000.0;37840000.0
SAN ALFREDO;0.0;0.0;13260000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9180000.0;22440000.0
VICTORIA;0.0;0.0;52000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36000000.0;88000000.0
CIRCASIA;0.0;0.0;31980000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22140000.0;54120000.0
CIENAGA;0.0;0.0;13520000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9360000.0;22880000.0
MARIA;0.0;0.0;12220000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8460000.0;20680000.0
REMANSO;0.0;0.0;100360000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69480000.0;169840000.0
PIEDECUESTA;0.0;0.0;43160000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29880000.0;73040000.0
NAUTICA;0.0;0.0;112580000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59940000.0;172520000.0
LAS LINAS;0.0;0.0;77480000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53100000.0;130580000.0
DON ALI;0.0;0.0;50960000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33660000.0;84620000.0
DR4 DON ALI;0.0;0.0;4940000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3420000.0;8360000.0
DON CARLOS;0.0;0.0;15340000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10620000.0;25960000.0
EVA NORTE;0.0;0.0;115440000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81360000.0;196800000.0
DON PEDRO;0.0;0.0;57980000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40140000.0;98120000.0
LA VELA;0.0;0.0;40040000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27000000.0;67040000.0
ESPERANZA;0.0;0.0;39260000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24120000.0;63380000.0
LINA MARGARITA;0.0;0.0;23400000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20160000.0;43560000.0
DON MARCE;0.0;0.0;53300000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40860000.0;94160000.0
ENANO;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;1007500.62;12090007.439999998
EVA;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;1462499.55;17549994.600000005
SAMI;996667.28;1034583.97;1045417.31;1045417.31;1045417.31;1045417.31;1045417.31;1045417.31;1045417.31;1045417.31;1045417.31;1045417.31;12485424.350000003
VEGA;406250.25;406250.25;406250.25;406250.25;406250.25;406250.25;406250.25;406250.25;406250.25;406250.25;406250.25;406250.25;4875003.0
FEDERICA;1175417.3900000001;1153750.71;1142917.37;1175417.3900000001;1175417.3900000001;1175417.3900000001;1175417.3900000001;1175417.3900000001;1175417.3900000001;1175417.3900000001;1175417.3900000001;1175417.3900000001;14050841.980000004
NEERLANDIA;780000.48;780000.48;780000.48;780000.48;780000.48;780000.48;780000.48;780000.48;780000.48;780000.48;780000.48;780000.48;9360005.760000002
SAN ANTONIO;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;850417.1900000001;10205006.280000001
MRS;482083.63;400833.58;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;4241252.61
DON FUAD;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;1050833.98;12610007.760000004
EUFEMIA;1657501.02;1657501.02;1657501.02;1657501.02;1625001.0;1587084.31;1587084.31;1587084.31;1587084.31;1587084.31;1587084.31;1587084.31;19364595.25
OLGA;287083.51;287083.51;287083.51;287083.51;287083.51;287083.51;287083.51;287083.51;287083.51;287083.51;287083.51;287083.51;3445002.119999999
DON SAID;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;3331252.05;39975024.6
